Block Size (KB),Throughput (MiB/s),Data Written (GB)
1024,1543,863.281
1024,1489.49,864.258
1024,1534,865.234
1024,1507.51,866.211
1024,1427.43,867.188
1024,1538,868.164
1024,1577.58,869.141
1024,1504,870.117
1024,1533.53,871.094
1024,1550,872.07
1024,1559.56,873.047
1024,1551.55,874.023
1024,1508.51,875
1024,1595,875.977
1024,1499.5,876.953
1024,1555,877.931
