Block Size (KB),Throughput (MiB/s),Time (ms),
4096,3280,15800,
4096,3360,15850,
4096,3280,15900,
4096,3360,15950,
4096,3280,16000,
4096,3280,16050,
4096,3360,16100,
4096,3280,16150,
4096,3360,16201,
4096,3346.94,16250,
4096,3280,16300,
4096,3360,16350,
4096,3200,16400,
4096,3200,16450,
4096,3200,16500,
4096,3040,16550,
4096,3200,16600,
4096,3120,16650,
4096,3200,16700,
4096,3200,16750,
4096,3200,16801,
4096,3183.67,16850,
4096,3120,16900,
4096,3200,16950,
4096,3200,17000,
4096,3120,17050,
4096,3200,17100,
4096,3200,17150,
4096,3120,17200,
4096,3200,17250,
4096,3120,17300,
4096,3200,17350,
4096,3183.67,17400,
4096,3200,17450,
4096,3200,17500,
4096,3200,17550,
4096,3200,17600,
4096,3200,17650,
4096,3040,17700,
4096,3280,17751,
4096,3020.41,17800,
4096,3280,17850,
4096,3120,17900,
4096,3120,17950,
4096,3120,18000,
4096,3200,18050,
4096,3200,18100,
4096,3200,18150,
4096,3200,18200,
4096,3200,18250,
4096,3120,18301,
4096,3183.67,18350,
4096,3360,18400,
4096,3280,18450,
4096,3360,18500,
4096,3280,18550,
4096,3360,18600,
4096,3280,18650,
4096,3200,18700,
4096,3120,18750,
4096,3360,18800,
4096,3440,18850,
4096,3360,18900,
4096,3200,18951,
4096,3183.67,19000,
4096,3200,19050,
4096,3200,19100,
4096,3280,19150,
4096,3200,19200,
4096,3120,19250,
4096,3200,19300,
4096,3280,19350,
4096,3265.31,19400,
4096,3200,19450,
4096,3280,19500,
4096,3200,19550,
4096,3360,19600,
4096,3280,19650,
4096,3360,19700,
4096,3280,19750,
4096,3360,19800,
4096,3280,19850,
4096,3346.94,19900,
4096,3280,19950,
4096,3360,20000,
4096,3280,20050,
4096,3360,20100,
4096,3120,20150,
4096,3120,20200,
4096,3120,20250,
4096,3200,20300,
4096,3040,20350,
4096,3265.31,20400,
4096,3120,20450,
4096,3200,20500,
4096,3280,20550,
4096,3200,20600,
4096,3040,20650,
4096,3200,20701,
4096,3102.04,20750,
4096,3200,20800,
4096,3200,20850,
4096,2960,20900,
4096,3200,20950,
4096,3280,21000,
4096,3200,21050,
4096,3200,21100,
4096,3102.04,21150,
4096,3280,21200,
4096,3200,21250,
4096,3200,21300,
4096,3280,21350,
4096,3120,21400,
4096,3200,21450,
4096,3200,21501,
4096,3265.31,21550,
4096,3280,21600,
4096,3280,21650,
4096,3200,21700,
4096,3200,21750,
4096,3360,21800,
4096,3360,21850,
4096,3520,21900,
4096,3360,21950,
4096,3360,22000,
4096,3360,22051,
4096,3510.2,22100,
4096,3440,22150,
4096,3360,22200,
4096,3360,22250,
4096,3360,22300,
4096,3360,22350,
4096,3360,22400,
4096,3360,22450,
4096,3120,22500,
4096,3200,22551,
4096,3183.67,22600,
4096,3200,22650,
4096,3040,22700,
4096,3280,22750,
4096,3200,22800,
4096,3280,22850,
4096,3280,22900,
4096,3440,22950,
4096,3280,23000,
4096,3280,23050,
4096,3360,23100,
4096,3346.94,23150,
4096,3360,23200,
4096,3280,23250,
4096,3280,23300,
4096,3360,23350,
4096,3280,23400,
4096,3280,23450,
4096,3280,23500,
4096,3200,23550,
4096,3120,23600,
4096,3183.67,23650,
4096,3280,23700,
4096,3360,23750,
4096,3360,23800,
4096,3280,23850,
4096,3360,23900,
4096,3280,23951,
4096,3346.94,24000,
4096,3280,24050,
4096,3360,24100,
4096,3360,24150,
4096,3280,24200,
4096,3360,24250,
4096,3280,24300,
4096,3360,24350,
4096,3280,24400,
4096,3280,24451,
4096,3346.94,24500,
4096,3360,24550,
4096,3280,24600,
4096,3360,24650,
4096,3200,24700,
4096,3120,24750,
4096,3200,24800,
4096,3200,24850,
4096,3102.04,24900,
4096,3120,24950,
4096,3120,25000,
4096,3280,25050,
4096,3200,25100,
4096,3200,25150,
4096,3280,25200,
4096,3360,25250,
4096,3280,25300,
4096,3360,25350,
4096,3265.31,25400,
4096,3280,25450,
4096,3360,25500,
4096,3280,25550,
4096,3360,25600,
4096,3360,25650,
4096,3280,25700,
4096,3360,25750,
4096,3280,25800,
4096,3280,25850,
4096,3360,25900,
4096,3280,25950,
4096,3360,26001,
4096,3265.31,26050,
4096,3360,26100,
4096,3200,26150,
4096,3120,26200,
4096,3200,26250,
4096,3040,26300,
4096,3200,26350,
4096,3200,26401,
4096,3102.04,26450,
4096,3280,26500,
4096,3120,26550,
4096,3200,26600,
4096,3280,26650,
4096,3120,26700,
4096,3280,26750,
4096,3200,26800,
4096,3200,26850,
4096,3183.67,26900,
4096,3200,26950,
4096,3200,27000,
4096,3200,27050,
4096,3200,27100,
4096,3200,27150,
4096,3200,27200,
4096,3200,27250,
4096,3120,27300,
4096,3200,27350,
4096,3200,27401,
4096,3020.41,27450,
4096,3200,27500,
4096,3120,27550,
4096,3280,27600,
4096,3200,27650,
4096,3200,27700,
4096,3200,27750,
4096,3200,27800,
4096,3280,27851,
4096,3020.41,27900,
4096,3120,27950,
4096,3200,28000,
4096,3200,28050,
4096,3200,28100,
4096,3120,28150,
4096,3200,28201,
4096,3183.67,28250,
4096,3200,28300,
4096,3120,28350,
4096,3200,28400,
4096,3200,28450,
4096,3280,28500,
4096,3360,28550,
4096,3280,28600,
4096,3346.94,28650,
4096,3360,28700,
4096,3280,28750,
4096,3360,28800,
4096,3280,28850,
4096,3360,28900,
4096,3280,28950,
4096,3280,29000,
4096,3360,29050,
4096,3280,29100,
4096,3280,29151,
4096,3020.41,29200,
4096,3200,29250,
4096,3040,29300,
4096,3280,29350,
4096,3200,29400,
4096,3120,29450,
4096,3120,29500,
4096,3200,29551,
4096,3183.67,29600,
4096,3280,29650,
4096,3120,29700,
4096,3120,29750,
4096,3280,29800,
4096,3120,29850,
4096,3280,29900,
4096,3280,29951,
4096,3102.04,30000,
4096,3200,30050,
4096,3280,30100,
4096,3200,30150,
4096,3280,30200,
4096,3280,30250,
4096,3280,30300,
4096,3200,30350,
4096,3265.31,30400,
4096,3280,30450,
4096,3280,30500,
4096,3360,30550,
4096,3360,30600,
4096,3440,30650,
4096,3360,30700,
4096,3360,30750,
4096,3440,30800,
4096,3360,30850,
4096,3360,30901,
4096,3510.2,30950,
4096,3360,31000,
4096,3120,31050,
4096,3520,31100,
4096,3360,31150,
4096,3440,31200,
4096,3280,31250,
4096,3200,31300,
4096,3280,31350,
4096,3200,31400,
4096,3200,31450,
4096,3200,31500,
4096,3120,31550,
4096,3200,31600,
4096,3200,31650,
4096,3280,31700,
4096,3200,31751,
4096,3200,31801,
4096,3183.67,31850,
4096,3120,31900,
4096,3280,31950,
4096,3120,32000,
4096,3280,32050,
4096,3200,32100,
4096,3200,32150,
4096,3280,32200,
4096,3200,32250,
4096,3200,32300,
4096,3200,32350,
4096,3183.67,32400,
4096,3200,32450,
4096,3200,32500,
4096,3200,32550,
4096,3200,32600,
4096,3200,32650,
4096,3120,32701,
4096,3265.31,32750,
4096,3120,32800,
4096,3200,32850,
4096,3200,32900,
4096,3120,32950,
4096,3120,33000,
4096,3120,33050,
4096,3200,33100,
4096,3200,33150,
4096,3200,33200,
4096,3200,33250,
4096,3280,33300,
4096,3200,33350,
4096,3183.67,33400,
4096,3200,33450,
4096,3200,33500,
4096,3200,33550,
4096,3120,33600,
4096,3120,33650,
4096,3120,33700,
4096,3280,33750,
4096,3120,33801,
4096,3265.31,33850,
4096,3120,33900,
4096,3280,33950,
4096,3280,34000,
4096,3200,34050,
4096,3200,34100,
4096,3280,34150,
4096,3200,34200,
4096,3200,34250,
4096,3200,34301,
4096,3265.31,34350,
4096,3200,34400,
4096,3120,34450,
4096,3280,34500,
4096,3040,34550,
4096,3200,34600,
4096,3200,34650,
4096,3200,34701,
4096,3265.31,34750,
4096,3040,34800,
4096,3200,34850,
4096,3280,34900,
4096,3280,34950,
4096,3440,35000,
4096,3360,35050,
4096,3280,35100,
4096,3440,35150,
4096,3360,35200,
4096,3520,35250,
4096,3360,35300,
4096,3440,35351,
4096,3428.57,35400,
4096,3360,35450,
4096,3440,35500,
4096,3360,35550,
4096,3360,35600,
4096,3360,35650,
4096,3200,35700,
4096,3440,35750,
4096,3360,35800,
4096,3360,35850,
4096,3120,35901,
4096,3265.31,35950,
4096,3280,36000,
4096,3200,36050,
4096,3200,36100,
4096,3280,36150,
4096,3200,36200,
4096,3200,36250,
4096,3200,36300,
4096,3200,36350,
4096,3200,36400,
4096,3200,36451,
4096,3183.67,36500,
4096,3120,36550,
4096,3200,36600,
4096,3200,36650,
4096,3200,36700,
4096,3200,36750,
4096,3280,36800,
4096,3200,36850,
4096,3120,36900,
4096,3120,36951,
4096,3265.31,37000,
4096,3120,37050,
4096,3200,37100,
4096,3200,37150,
4096,3120,37200,
4096,3200,37250,
4096,3200,37301,
4096,3183.67,37350,
4096,3200,37400,
4096,3200,37450,
4096,3200,37500,
4096,3120,37550,
4096,3200,37600,
4096,3280,37650,
4096,3200,37700,
4096,3280,37750,
4096,3120,37801,
4096,3265.31,37850,
4096,3120,37900,
4096,3280,37950,
4096,3200,38000,
4096,3200,38050,
4096,3200,38100,
4096,3280,38150,
4096,3040,38200,
4096,3280,38250,
4096,3200,38300,
4096,3200,38351,
4096,3265.31,38400,
4096,3120,38450,
4096,3280,38500,
4096,3120,38550,
4096,3280,38600,
4096,3280,38650,
4096,3280,38700,
4096,3280,38750,
4096,3280,38800,
4096,3120,38851,
4096,3183.67,38900,
4096,3120,38950,
4096,3200,39000,
4096,3120,39050,
4096,3280,39100,
4096,3120,39150,
4096,3280,39200,
4096,3280,39250,
4096,3360,39300,
4096,3280,39351,
4096,3346.94,39400,
4096,3280,39450,
4096,3360,39500,
4096,3280,39550,
4096,3360,39600,
4096,3200,39650,
4096,3040,39700,
4096,3120,39750,
4096,2960,39800,
4096,3280,39850,
4096,3346.94,39900,
4096,3200,39950,
4096,3120,40000,
4096,3200,40050,
4096,3120,40100,
4096,3200,40150,
4096,3280,40200,
4096,3200,40250,
4096,3200,40300,
4096,3280,40350,
4096,3200,40401,
4096,3102.04,40450,
4096,3360,40500,
4096,3040,40550,
4096,3120,40600,
4096,3280,40650,
4096,3120,40700,
4096,3200,40750,
4096,3280,40800,
4096,3120,40850,
4096,3183.67,40900,
4096,3360,40950,
4096,3360,41000,
4096,3280,41050,
4096,3360,41100,
4096,3280,41150,
4096,3360,41200,
4096,3280,41250,
4096,3360,41300,
4096,3280,41351,
4096,3346.94,41400,
4096,3360,41450,
4096,3280,41500,
4096,3280,41550,
4096,3360,41600,
4096,3360,41650,
4096,3280,41700,
4096,3360,41750,
4096,3280,41800,
4096,3200,41850,
4096,3102.04,41900,
4096,3280,41950,
4096,3120,42000,
4096,3280,42050,
4096,3200,42100,
4096,3280,42150,
4096,3200,42200,
4096,3200,42250,
4096,3120,42300,
4096,3200,42351,
4096,3183.67,42400,
4096,3200,42450,
4096,3280,42500,
4096,3200,42550,
4096,3200,42600,
4096,3200,42650,
4096,3280,42701,
4096,3265.31,42750,
4096,3200,42800,
4096,3200,42850,
4096,3360,42900,
4096,3280,42950,
4096,3360,43000,
4096,3120,43050,
4096,3120,43100,
4096,3102.04,43150,
4096,3280,43200,
4096,3120,43250,
4096,3200,43300,
4096,3200,43350,
4096,3040,43400,
4096,3120,43451,
4096,3265.31,43500,
4096,3280,43550,
4096,3200,43600,
4096,3280,43650,
4096,3200,43700,
4096,3200,43750,
4096,3200,43800,
4096,3120,43850,
4096,3200,43901,
4096,3265.31,43950,
4096,3280,44000,
4096,3200,44050,
4096,3040,44100,
4096,3200,44150,
4096,3280,44200,
4096,3120,44250,
4096,3200,44300,
4096,3200,44351,
4096,3102.04,44400,
4096,3280,44450,
4096,3040,44500,
4096,3280,44550,
4096,2960,44600,
4096,3280,44651,
4096,3183.67,44700,
4096,3120,44750,
4096,3040,44800,
4096,3280,44850,
4096,3200,44900,
4096,3200,44950,
4096,3200,45000,
4096,3200,45050,
4096,3200,45100,
4096,3265.31,45150,
4096,3120,45200,
4096,3200,45250,
4096,3200,45300,
4096,3280,45350,
4096,3280,45400,
4096,3280,45450,
4096,3280,45500,
4096,3200,45550,
4096,3280,45600,
4096,3183.67,45650,
4096,3280,45700,
4096,3120,45750,
4096,3200,45800,
4096,3200,45850,
4096,3200,45900,
4096,3200,45950,
4096,3200,46000,
4096,3200,46050,
4096,3200,46100,
4096,3200,46151,
4096,3183.67,46200,
4096,3280,46250,
4096,3120,46300,
4096,3280,46350,
4096,3360,46400,
4096,3280,46450,
4096,3040,46500,
4096,3120,46550,
4096,3200,46600,
4096,3265.31,46650,
4096,3200,46700,
4096,3280,46750,
4096,3120,46800,
4096,3200,46850,
4096,3200,46900,
4096,3280,46950,
4096,3120,47000,
4096,3200,47050,
4096,3280,47101,
4096,3183.67,47150,
4096,3200,47200,
4096,3200,47250,
4096,3200,47300,
4096,3280,47350,
4096,3120,47400,
4096,3200,47450,
4096,3280,47501,
4096,3102.04,47550,
4096,3280,47600,
4096,3200,47650,
4096,3280,47700,
4096,3200,47750,
4096,3280,47800,
4096,3200,47850,
4096,3120,47900,
4096,3280,47951,
4096,3265.31,48000,
4096,3280,48050,
4096,3360,48100,
4096,3280,48150,
4096,3360,48200,
4096,3280,48250,
4096,3360,48300,
4096,3280,48350,
4096,3360,48400,
4096,3280,48450,
4096,3360,48500,
4096,3280,48550,
4096,3360,48600,
4096,3346.94,48650,
4096,3280,48700,
4096,3280,48750,
4096,3360,48800,
4096,3280,48850,
4096,3200,48900,
4096,3120,48950,
4096,3200,49000,
4096,3040,49050,
4096,3200,49100,
4096,3200,49151,
4096,3265.31,49200,
4096,3200,49250,
4096,3200,49300,
4096,3200,49350,
4096,3200,49400,
4096,3280,49450,
4096,3280,49500,
4096,3200,49550,
4096,3280,49600,
4096,3200,49650,
4096,3280,49700,
4096,3280,49750,
4096,3200,49800,
4096,3280,49850,
4096,3200,49900,
4096,3280,49950,
4096,3200,50001,
4096,3265.31,50050,
4096,3280,50100,
4096,3200,50150,
4096,3200,50200,
4096,3200,50250,
4096,3200,50300,
4096,3280,50350,
4096,3200,50400,
4096,3200,50450,
4096,3200,50500,
4096,3200,50550,
4096,3360,50600,
4096,3183.67,50650,
4096,3280,50700,
4096,3280,50750,
4096,3280,50800,
4096,3200,50850,
4096,3200,50900,
4096,3200,50950,
4096,3280,51000,
4096,3200,51050,
4096,3280,51100,
4096,3280,51150,
4096,3200,51201,
4096,3265.31,51250,
4096,3280,51300,
4096,3280,51350,
4096,3200,51400,
4096,3280,51450,
4096,3280,51500,
4096,3200,51550,
4096,3280,51600,
4096,3280,51650,
4096,3200,51700,
4096,3280,51751,
4096,3346.94,51800,
4096,3360,51850,
4096,3280,51900,
4096,3360,51950,
4096,3280,52000,
4096,3280,52050,
4096,3360,52100,
4096,3360,52150,
4096,3440,52200,
4096,3440,52250,
4096,3360,52300,
4096,3440,52350,
4096,3360,52401,
4096,3428.57,52450,
4096,3440,52500,
4096,3360,52550,
4096,3280,52600,
4096,3360,52650,
4096,3360,52700,
4096,3360,52750,
4096,3360,52800,
4096,3200,52850,
4096,3120,52901,
4096,3183.67,52950,
4096,3280,53000,
4096,3120,53050,
4096,3280,53100,
4096,3200,53150,
4096,3280,53200,
4096,3120,53250,
4096,3200,53301,
4096,3265.31,53350,
4096,3200,53400,
4096,3200,53450,
4096,3200,53500,
4096,3200,53550,
4096,3200,53600,
4096,3200,53651,
4096,3183.67,53700,
4096,3200,53750,
4096,3120,53800,
4096,3200,53850,
4096,3200,53900,
4096,3280,53950,
4096,3120,54000,
4096,3280,54050,
4096,3360,54100,
4096,3280,54150,
4096,3360,54201,
4096,3346.94,54250,
4096,3280,54300,
4096,3360,54350,
4096,3280,54400,
4096,3360,54450,
4096,3280,54500,
4096,3200,54550,
4096,3120,54600,
4096,3200,54651,
4096,3183.67,54700,
4096,3120,54750,
4096,3280,54800,
4096,3200,54850,
4096,3120,54900,
4096,3280,54950,
4096,3040,55000,
4096,3040,55050,
4096,3280,55100,
4096,3040,55151,
4096,3265.31,55200,
4096,3200,55250,
4096,3200,55300,
4096,3040,55350,
4096,3360,55400,
4096,3200,55451,
4096,3265.31,55500,
4096,3120,55550,
4096,3200,55600,
4096,3280,55650,
4096,3200,55700,
4096,3280,55750,
4096,3040,55800,
4096,3120,55850,
4096,3200,55900,
4096,3280,55950,
4096,3120,56000,
4096,3200,56050,
4096,3280,56100,
4096,3280,56150,
4096,3200,56201,
4096,3265.31,56250,
4096,3360,56300,
4096,3280,56350,
4096,3360,56400,
4096,3360,56450,
4096,3280,56500,
4096,3280,56550,
4096,3360,56600,
4096,3280,56650,
4096,3360,56700,
4096,3280,56750,
4096,3280,56800,
4096,3360,56850,
4096,3280,56900,
4096,3440,56950,
4096,3360,57000,
4096,3440,57050,
4096,3360,57100,
4096,3360,57150,
4096,3440,57200,
4096,3360,57250,
4096,3200,57300,
4096,3360,57350,
4096,3510.2,57400,
4096,3200,57450,
4096,3360,57500,
4096,3280,57550,
4096,3200,57600,
4096,3280,57650,
4096,3200,57700,
4096,3360,57750,
4096,3280,57800,
4096,3360,57850,
4096,3346.94,57900,
4096,3280,57950,
4096,3280,58000,
4096,3360,58050,
4096,3280,58100,
4096,3360,58150,
4096,3280,58200,
4096,3360,58250,
4096,3360,58300,
4096,3280,58350,
4096,3360,58401,
4096,3183.67,58450,
4096,3200,58500,
4096,3120,58550,
4096,3200,58600,
4096,3200,58650,
4096,3040,58700,
4096,3360,58750,
4096,3200,58800,
4096,3040,58851,
4096,3183.67,58900,
4096,3200,58950,
4096,3280,59000,
4096,3280,59050,
4096,3280,59100,
4096,3120,59150,
4096,3200,59200,
4096,3120,59251,
4096,3183.67,59300,
4096,3200,59350,
4096,3200,59400,
4096,3200,59450,
4096,3280,59500,
4096,3200,59550,
4096,3280,59600,
4096,3360,59651,
4096,3183.67,59700,
4096,3280,59750,
4096,3280,59800,
4096,3200,59850,
4096,3280,59900,
4096,3200,59950,
4096,3280,60000,
4096,3200,60050,
4096,3280,60100,
4096,3265.31,60150,
4096,3280,60200,
4096,3200,60250,
4096,3280,60300,
4096,3360,60350,
4096,3280,60400,
4096,3360,60450,
4096,3280,60500,
4096,3360,60550,
4096,3280,60600,
4096,3346.94,60650,
4096,3200,60700,
4096,3280,60750,
4096,3280,60800,
4096,3360,60850,
4096,3280,60900,
4096,3360,60950,
4096,3280,61000,
4096,3360,61050,
4096,3280,61100,
4096,3360,61150,
4096,3280,61200,
4096,3360,61250,
4096,3280,61300,
4096,3360,61350,
4096,3280,61400,
4096,3360,61450,
4096,3280,61500,
4096,3360,61550,
4096,3360,61600,
4096,3265.31,61650,
4096,3200,61700,
4096,3280,61750,
4096,3280,61800,
4096,3200,61850,
4096,3200,61900,
4096,3360,61950,
4096,3280,62000,
4096,3360,62050,
4096,3280,62100,
4096,3360,62150,
4096,3280,62200,
4096,3360,62250,
4096,3280,62300,
4096,3360,62350,
4096,3360,62400,
4096,3280,62450,
4096,3360,62500,
4096,3280,62550,
4096,3360,62600,
4096,3280,62650,
4096,3120,62700,
4096,3200,62751,
4096,3265.31,62800,
4096,3120,62850,
4096,3120,62900,
4096,3280,62950,
4096,3280,63000,
4096,3200,63050,
4096,3280,63100,
4096,3200,63150,
4096,3280,63200,
4096,3200,63250,
4096,3280,63300,
4096,3280,63350,
4096,3200,63401,
4096,3200,63451,
4096,3102.04,63500,
4096,3120,63550,
4096,3280,63600,
4096,3200,63650,
4096,3120,63700,
4096,3120,63750,
4096,3120,63800,
4096,3200,63850,
4096,3120,63900,
4096,3120,63950,
4096,3200,64001,
