Block Size (KB),Throughput (MiB/s),Time (ms),
4096,3040,38600,
4096,3360,38650,
4096,3200,38700,
4096,3120,38750,
4096,3200,38800,
4096,3200,38850,
4096,3102.04,38900,
4096,3200,38950,
4096,3280,39000,
4096,3200,39050,
4096,3200,39100,
4096,3200,39150,
4096,3200,39200,
4096,3200,39250,
4096,3280,39300,
4096,3200,39350,
4096,3200,39400,
4096,3200,39450,
4096,3280,39500,
4096,3200,39550,
4096,3280,39600,
4096,3102.04,39650,
4096,3120,39700,
4096,3040,39750,
4096,3280,39800,
4096,3200,39850,
4096,3120,39900,
4096,3280,39950,
4096,3120,40000,
4096,3280,40050,
4096,3120,40100,
4096,3280,40151,
4096,3265.31,40200,
4096,3200,40250,
4096,3280,40300,
4096,3200,40350,
4096,3040,40400,
4096,3280,40450,
4096,3120,40500,
4096,3200,40550,
4096,3200,40600,
4096,3280,40650,
4096,3120,40700,
4096,3200,40750,
4096,3200,40800,
4096,3200,40850,
4096,3120,40901,
4096,3265.31,40950,
4096,3280,41000,
4096,3200,41050,
4096,3120,41100,
4096,3120,41150,
4096,3280,41200,
4096,3200,41250,
4096,3120,41300,
4096,3280,41350,
4096,3200,41401,
4096,3183.67,41450,
4096,3280,41500,
4096,3280,41550,
4096,3200,41600,
4096,3120,41650,
4096,3200,41700,
4096,3280,41750,
4096,3200,41800,
4096,3200,41850,
4096,3183.67,41900,
4096,3200,41950,
4096,3200,42000,
4096,3200,42050,
4096,3200,42100,
4096,3200,42150,
4096,3120,42200,
4096,3200,42250,
4096,3280,42300,
4096,3200,42351,
4096,3265.31,42400,
4096,3280,42450,
4096,3200,42500,
4096,3280,42550,
4096,3280,42600,
4096,3280,42651,
4096,3346.94,42700,
4096,3280,42750,
4096,3360,42800,
4096,3280,42850,
4096,3360,42900,
4096,3360,42950,
4096,3280,43000,
4096,3360,43050,
4096,3280,43100,
4096,3360,43150,
4096,3280,43200,
4096,3280,43250,
4096,3360,43300,
4096,3280,43350,
4096,3346.94,43400,
4096,3280,43450,
4096,3360,43500,
4096,3280,43550,
4096,3360,43600,
4096,3280,43650,
4096,3120,43700,
4096,3120,43750,
4096,3280,43800,
4096,3120,43850,
4096,3120,43900,
4096,3280,43950,
4096,3280,44001,
4096,3346.94,44050,
4096,3200,44100,
4096,3200,44150,
4096,3360,44200,
4096,3280,44250,
4096,3360,44300,
4096,3280,44350,
4096,3360,44400,
4096,3280,44450,
4096,3360,44500,
4096,3280,44550,
4096,3360,44601,
4096,3346.94,44650,
4096,3280,44700,
4096,3280,44750,
4096,3360,44800,
4096,3120,44850,
4096,3120,44900,
4096,3200,44950,
4096,3120,45001,
4096,3102.04,45050,
4096,3280,45100,
4096,3200,45150,
4096,3200,45200,
4096,3040,45250,
4096,3280,45300,
4096,3280,45350,
4096,3280,45401,
4096,3200,45451,
4096,3265.31,45500,
4096,3200,45550,
4096,3200,45600,
4096,3200,45650,
4096,3200,45700,
4096,3200,45750,
4096,3280,45800,
4096,3120,45850,
4096,3040,45900,
4096,3280,45950,
4096,3200,46001,
4096,3265.31,46050,
4096,3360,46100,
4096,3280,46150,
4096,3200,46200,
4096,3200,46250,
4096,3200,46300,
4096,3280,46350,
4096,3183.67,46400,
4096,3200,46450,
4096,3200,46500,
4096,3120,46550,
4096,3120,46600,
4096,3200,46650,
4096,3280,46700,
4096,3200,46750,
4096,3200,46800,
4096,3120,46850,
4096,3200,46900,
4096,3200,46950,
4096,3120,47001,
4096,3183.67,47050,
4096,3280,47100,
4096,3120,47150,
4096,3280,47200,
4096,3200,47250,
4096,3360,47300,
4096,3280,47350,
4096,3360,47400,
4096,3280,47450,
4096,3360,47500,
4096,3280,47550,
4096,3360,47601,
4096,3346.94,47650,
4096,3280,47700,
4096,3360,47750,
4096,3280,47800,
4096,3120,47850,
4096,3040,47900,
4096,3120,47950,
4096,3200,48000,
4096,3280,48051,
4096,3102.04,48100,
4096,3200,48150,
4096,3200,48200,
4096,3200,48250,
4096,3200,48300,
4096,3200,48350,
4096,3360,48400,
4096,3360,48450,
4096,3280,48500,
4096,3280,48551,
4096,3183.67,48600,
4096,3280,48650,
4096,3280,48700,
4096,3280,48750,
4096,3440,48800,
4096,3360,48850,
4096,3520,48900,
4096,3280,48950,
4096,3440,49000,
4096,3440,49050,
4096,3440,49100,
4096,3428.57,49150,
4096,3360,49200,
4096,3360,49250,
